,phase,predicted bg eV,true bg eV
9484,B Ru Tb,4.058988365115656,3.5
19027,As H K O Se,4.536834847924909,5.0
39625,Ga Ge Li O Si,4.06742120315482,4.3
28174,As F Fe La O Sm,4.905269334319863,4.5
33894,O Rb Yb,4.081432036311719,5.5
16253,Ca Co O Sm,4.527973359357233,3.7
23423,C Mg,4.058988365115656,4.2
19494,As H La Mn,4.526731400687629,5.0
30440,H Na O Se W,4.527973359357233,4.2
25734,K O P Pd,4.537413771313109,4.8
36940,Co Er Ge S,4.06742120315482,3.7
33626,Ba Ni O Sc,4.527973359357233,4.1
33855,C Cd Cs N S,4.058988365115656,4.6
37253,Ca Cl Cu Eu O Sr,4.902287042068769,5.1
579,B Zn,4.058988365115656,3.0
39041,Fe In O Sb,4.527973359357233,5.1
2779,Fe Si Zr,4.058988365115656,3.5
15318,Ba Cu Eu Ga Si,4.065717359938177,3.8
6349,Nd O Ru,4.5120876897646145,5.6
859,Gd O Zr,4.508586004113071,4.6
4979,O Sc V,4.065717359938177,5.3
9650,Co Cu S Si,4.527973359357233,3.3
20401,Cl O Pb Ta,5.28708921930827,1.8
22127,Co Nd O Ru Sr,4.527973359357233,3.9
15546,Ba Gd O P Th,4.527973359357233,4.1
11698,Ga Pr Se,4.527973359357233,4.2
34458,Al Ca O P Ti,4.527973359357233,4.2
35573,Al Er Ru,4.058988365115656,3.1
25455,F Lu Th,5.8384932078747855,5.0
30981,Nd O S Te,4.537413771313109,5.4
19818,C Cd H K O Zr,4.527973359357233,4.3
31496,Au B C La Pt,4.058988365115656,3.3
22705,Cl Cu H Na O Se,4.903860388599027,4.4
29289,Ba Ca O Sb,4.527973359357233,5.0
34535,Ge In Nd Ni,4.062215674286633,3.7
9578,Ge Ir Yb,4.062215674286633,4.0
10369,Al Cr S Zn,4.527973359357233,4.2
11711,Al Cr Gd S,4.06742120315482,4.3
38574,Ag Al Mg Na O Si,4.058988365115656,4.5
36443,Ce Hf O Pd,4.527973359357233,3.7
20235,Fe Mn O Pb Si,4.527973359357233,4.3
37545,Al Na Nb P Sr,4.062519526634685,4.0
22195,C Ca H O S Sn,4.527973359357233,5.3
16136,B Ba Br F O,5.126823544396498,4.4
18642,Cd Fe Na O P,4.070648512325796,3.6
4200,Ga Pb S,4.534461084299648,4.8
40466,Cd Ge O P,4.534461084299648,4.9
19885,Gd K Li Mo O,4.077930350660176,4.8
29441,Gd Ge Y,4.062215674286633,4.5
4177,Ga Ho Mn,4.058988365115656,3.9
19603,As Cu Sr,4.062215674286633,4.0
35570,C Cd H O Se,4.527973359357233,5.2
38802,Cl Mn Mo,5.820064778535023,5.5
29689,Ba La O Ti Zn,4.527973359357233,3.7
14321,Bi Na P S,4.526994101303023,5.2
26793,Ce Cu O Pb Pr Sr,4.527973359357233,3.2
25774,B C Ce Pd,4.058988365115656,3.0
14325,F Pt Xe,5.572500691197565,5.9
12311,Cl Co Cu H N,4.74879033985309,5.0
9629,Ba Mn Nb S,4.074150197977342,3.5
29713,H Hg K O S,4.074150197977342,4.9
1428,P Ti V,4.062215674286633,4.2
7185,Eu Na O P,4.527973359357233,5.4
19783,Al Ba Cu Ga O Ru,4.0747030414892,4.5
30949,As K O Th,4.527973359357233,4.6
27552,Cs Li O P,4.527973359357233,5.1
30817,C K Mo N Re S,4.0747030414892,4.2
22688,Co In Sc,4.058988365115656,4.7
8313,Lu Se Yb,4.492871327739529,1.3
11275,La O Sm Ti,4.5120876897646145,4.7
4395,Ga Lu Mn,4.058988365115656,3.1
25928,C Cu H N O Zn,4.527973359357233,3.9
10222,Be Pd Zr,4.058988365115656,4.8
21618,Ba Ga Ge H Mg O Si,4.074150197977342,4.3
27128,Er H Mo N O P,4.536834847924909,4.6
27053,K O W Yb,4.5120876897646145,4.5
39097,Be Eu Ge,4.062519526634685,4.6
8157,Cl H O Sn,5.653717762207406,5.7
8103,Pr Se U,4.496373013391072,5.0
31226,Cs Sc Se U,4.527973359357233,2.4
39063,Na Rb Si,4.081432036311719,4.3
25311,Al B Cu O,4.06742120315482,4.6
10999,K O P Ti,4.537413771313109,4.8
7345,Ag In S Se,4.527973359357233,4.6
8744,Bi Fe O Pb Ti Zr,4.527973359357233,4.6
2747,Cr F K,5.7021965849071705,5.9
3193,Ag Li,4.058988365115656,4.6
8986,As,4.062215674286633,4.5
6383,Br C O Tc,5.212836428102395,5.0
4238,Ge Pd Te,4.793725469866164,3.6
16218,Co Ni Tb,4.058988365115656,3.6
28135,N Nd O V,4.527973359357233,4.4
3185,In Mn Tb,4.062215674286633,3.2
1078,Bi I O,5.64747985479232,6.0
13273,Cl Fe H O,5.196394779975812,5.9
23459,Rh Se U,4.489644018568552,4.1
28520,As Mg O Th Y,4.527973359357233,4.9
7960,Ca O Pt,4.5120876897646145,4.0
20905,H Li N O Ru,4.526994101303023,4.9
8521,Cu Na O V,4.527973359357233,4.0
14387,Al Mn Sm,4.058988365115656,3.8
13997,H K Ni O Se,4.089864874350884,5.2
7670,Al Mg O Ti,4.527973359357233,3.7
28635,C Cd H K O,4.527973359357233,4.7
14441,In Mo S,4.527973359357233,3.7
33907,Cs F Hg,5.6963655550283905,5.5
7623,H In O P,4.527973359357233,5.6
17149,Cl Dy Mo O,5.296066671564675,4.1
30617,B Fe Mg,4.058988365115656,4.1
37510,F H K O Sb Se,5.085752276617317,6.2
28077,Mg Nd O Sm Ti,4.527973359357233,4.9
22371,In Ni Sr,4.062215674286633,3.6
28498,Fe H Sn Zr,4.537132073036802,4.2
37302,Be F H Ho N,5.120702712888002,6.5
34377,O P Pb Pd Si,4.528838195428608,5.5
749,Ca O Sr,4.5120876897646145,5.9
27770,Ga H N Na O P,4.553996274543067,5.0
12381,Pr,4.065717359938177,3.0
22703,Na O Si Tm,4.51498981838962,4.5
26474,Ca Sb Sr,4.065717359938177,3.7
1887,Cd O Se,4.537413771313109,5.1
12397,C Co H N O Tb,4.527973359357233,4.7
25683,Cd Ge La,4.062215674286633,4.1
1427,P S Sn,4.495773456364534,5.1
24852,Ba K O P V,4.527973359357233,4.5
16244,H K Na O Pt W,4.089864874350884,4.4
28390,Bi Co Zr,4.065717359938177,3.7
18265,As F Fe H O,4.982053861897558,6.1
282,Si Yb,4.062519526634685,4.5
6806,Cd Na O P,4.527973359357233,5.0
1519,As Ho Ni,4.062215674286633,4.1
37420,Ag C Na,4.058988365115656,3.9
22740,Ce Pd Ru Sn,4.065717359938177,4.3
23301,Cr O Tb,4.505358694942094,4.1
27576,Ba Bi Fe Se,4.498760430791357,5.2
37448,Ca O Os Sr,4.5120876897646145,4.7
24795,B Ca Cu O Sr,4.070952364673849,4.2
10225,Al Hf Pd,4.058988365115656,3.5
28878,Al As Ca Fe H Mg Mn O,4.058988365115656,5.6
36133,N Nd O Ta,4.527973359357233,4.8
23809,Ba Se Sn Te,4.503064349238412,4.5
10344,Cd S Y Yb,4.492871327739529,3.3
23976,Cl S Se W,5.225623389772433,5.8
31086,Cs O Te Y,4.803165881822041,5.3
33813,Cs F Na V,5.420856334709522,3.7
751,Ce Co Ge,4.065717359938177,4.7
21105,Ca La Mn O Sm,4.07768135949637,4.3
27118,Ba C Fe H I O,4.074150197977342,3.9
662,Al Cu Nd,4.058988365115656,4.0
21887,Er I Ni,5.65880394227193,5.5
23755,Gd Ge Mg,4.062215674286633,4.4
31970,Cl O Y,5.693801840663492,5.2
7340,B Ba Cu O Sr Y,4.0831358795283625,4.7
8460,Li Mo O Sm,4.527973359357233,5.0
3519,Au Cd,4.058988365115656,2.7
28506,As La O Sr Th,4.527973359357233,5.1
38387,Dy Mo Na O P,4.070648512325796,5.3
30077,Cs H Np O P,4.536834847924909,4.5
37638,B Ga K O,4.06742120315482,4.4
13110,Ca Cu Mn O,4.074150197977342,3.7
39714,As F Fe O P Pr,4.901112060015839,4.0
806,C Ta W,4.058988365115656,3.3
7864,F H Mn O,5.628409087291703,5.7
13844,As H N O V,4.55660117805618,4.8
30771,Ba Er O Os,4.527973359357233,3.3
27492,Li Nb O P V,4.527973359357233,3.7
11865,Cr Fe H K O,4.527973359357233,3.8
21597,B Mg O Ta,4.527973359357233,4.2
22613,Ge Pb Sr,4.062215674286633,3.9
21228,Cd Cu Y,4.062215674286633,3.0
28265,Bi O Pb Sn Ta,4.537413771313109,5.1
12838,Dy Fe N Nb,4.522350470486193,3.0
22735,Cs K O S,4.527973359357233,4.8
25448,Pt Pu Sn,4.058988365115656,3.9
10013,Se Zn,4.062215674286633,4.7
15621,H Mn N Sb Se,4.522350470486193,4.8
1692,In Yb,4.065746835805662,4.2
39827,Bi H K N,4.536834847924909,4.4
28163,Er Ir Sn,4.062215674286633,4.3
10529,Al C Ga Mn,4.058988365115656,3.7
9150,I Np O,5.466573663148875,5.6
12610,Br Cr Cu Te,5.317459197600458,4.9
37543,In P Rb,4.062215674286633,4.0
7823,Ca F Nb O,5.282379287812984,5.3
21233,Cr Ge Sm,4.058988365115656,4.9
3220,Au La,4.062519526634685,4.3
32330,Al Cr Ga O Y,4.06742120315482,4.0
16356,C H O Sr U,4.559706726132433,4.8
236,Ca Ge,4.065717359938177,5.0
39607,Br Cd Ga Se,5.374541117079819,5.2
19450,B Ho O W,4.527973359357233,4.7
29430,B H K Mn O,4.526731400687629,4.4
37482,Ce Cs Cu N O,4.081432036311719,4.9
35514,B Cr Mg Rh,4.058988365115656,3.4
34460,Ge La Mo O Sr V,4.074179673844825,3.7
13845,H O P Rb V,4.537413771313109,5.2
17214,As Cu H Na O W,4.527973359357233,4.7
28733,H Na Nb O Si,4.07768135949637,4.6
16632,N Ta Th,4.065717359938177,3.4
18299,O Pr Si Sr,4.065717359938177,4.9
20946,Br Fe H N,5.203475331682064,5.7
34697,Al Ce La Mn Ni,4.058988365115656,3.6
21061,C Fe N O Pb,4.526994101303023,4.3
18631,Cd Na O S,4.527973359357233,4.3
28771,Al Ca Cr H Mg Na O Si,4.070952364673849,4.6
40334,Bi S Sb Sn Te,4.537413771313109,5.4
23260,C Ca Na O,4.070952364673849,5.2
29685,Cr Se V Zn,4.489644018568552,3.4
32951,Au F Lu,5.65880394227193,6.1
33264,C Cl In O Re,4.986591965378097,4.6
31510,Ba Cu O Sn Sr Y,4.527973359357233,4.2
30011,Br H O Rb U,5.279303068454492,5.9
32133,Cs F Mg Pd,5.318740920164389,5.6
14348,Ce Pd Sb,4.522350470486193,4.4
24823,F Mn Rb Zr,5.365655058940161,5.4
34576,Al Li O P Sb,4.527973359357233,5.0
28851,Al Cu Fe Si,4.058988365115656,3.4
37028,Cu Ni Si Tb,4.058988365115656,3.0
1349,In P Sb,4.528838195428608,4.5
24356,Cr H O Sr,4.559706726132433,4.5
10636,Cs P Si,4.065717359938177,4.8
38489,B Be H K O P,4.527973359357233,4.5
11136,H In N O,4.526994101303023,5.0
21107,Au Ba Ca Cu O,4.0747030414892,3.8
35055,Na O Sr Ti,4.5120876897646145,4.4
11438,H Nd O Rb S,4.527973359357233,4.6
24124,Cs F Np O P,4.975291506062292,5.6
29866,Ce Pb Zn,4.065717359938177,4.4
31967,Cu O Zn,4.505358694942094,4.5
19681,Ba Co O Ta,4.527973359357233,5.1
39997,Cu Gd La O Pr Sr,4.06742120315482,4.5
34372,Au Bi Br Sn,5.129507345025749,5.3
13547,H Hg O P V,4.527973359357233,5.0
26698,C O Os Se,4.509147902164427,4.5
38370,Br K Pd,5.959047880299811,6.1
27602,Ca Fe O Se,4.527973359357233,4.6
24243,Dy Pb S Sn,4.534461084299648,4.3
30409,Ge Ni Sr,4.062215674286633,3.2
26992,Cl Ga Li O Si,4.88655618341998,4.1
40592,Al Li O P Zr,4.527973359357233,4.4
31564,Al Co Ge U,4.058988365115656,3.8
15804,Ba Co O Sr W,4.527973359357233,4.5
3078,Al Sm Tb,4.058988365115656,3.7
17155,Cl Er O W,5.210465679282026,3.8
24874,Ba Cu S Sc,4.527973359357233,5.0
158,S,4.062215674286633,4.9
12011,Al Ca La O Si,4.070952364673849,3.6
924,Ni Yb,4.062519526634685,3.1
23750,K Te Ti,4.5930734732609615,5.6
36131,Al Ho La O Sr,4.06742120315482,3.9
9647,Ba Ir Se Ta,4.527973359357233,3.8
9455,B Ho Pd,4.058988365115656,2.6
29651,Ni O P V,4.537413771313109,5.1
19029,As Co Fe H Mo N O,4.070648512325796,4.6
10897,P Si Sn,4.062215674286633,4.9
15394,C H K Mo N O Te,4.526731400687629,4.7
14435,Cu Se Sn,4.492546147193558,4.9
8238,La Ni O Re,4.527973359357233,4.4
6621,Ga O S Tl,4.537413771313109,5.4
8454,Cr Fe Mg O,4.06742120315482,4.0
10908,Na S Y Zr,4.496373013391072,2.9
33044,Gd Li N O,4.526994101303023,5.4
7177,Cs K O V Yb,4.527973359357233,4.6
32682,Ge I Rb Tl,5.452584593044942,5.6
27502,Al Si Sr Y,4.058988365115656,4.2
7821,Ni O Sn Zn,4.5082608235671,4.6
40235,Ag Ce In Pd,4.058988365115656,3.2
14682,In Nd Pd,4.062215674286633,4.3
32580,F Na Pd Rb,5.823384681517194,6.3
16157,Al Cr Mn Si,4.058988365115656,3.4
21329,Cs Cu F Sn,5.126823544396498,5.4
17372,Br Cs Cu,5.9705699793479265,6.2
20539,As P Si,4.062215674286633,4.6
12706,Ba Cu La O Tl,4.074150197977342,5.0
27757,Ba Bi Eu K O,4.494971223569024,4.6
21825,Ba Mn Nd O Sr,4.074150197977342,4.1
36823,F Na U Zn,5.7021915518039785,5.0
3447,O Zn,4.065717359938177,4.7
39389,Ba Ce Cl O,5.126823544396498,5.6
13873,H O P Pb V,4.537413771313109,5.6
27464,H Mn N,4.522350470486193,5.0
17958,Ba Na Nb O P,4.07768135949637,5.1
16705,Ca Ge O Sn Yb,4.534461084299648,4.4
12691,F Mo Na O Sr,4.849400279981237,5.2
7671,Ba Ca O Si,4.527973359357233,4.4
24385,Ge O U,4.508586004113071,5.4
6193,C Cu Fe H N O,4.06742120315482,4.3
23116,Nb Nd O Y,4.527973359357233,4.4
27237,C H N O Tb,4.55660117805618,5.1
36245,Dy H Mo N O P,4.536834847924909,4.8
12584,Cu Ge O Zn,4.534461084299648,4.4
24070,K Mn O V,4.527973359357233,4.4
9760,Co Fe La Y,4.058988365115656,4.0
31008,B Cl Na O Rb,5.014144842796578,4.5
15923,Ca Eu La O Si,4.07768135949637,5.4
20485,Cs F W,5.675996801916329,6.9
33951,C H K N O S,4.536834847924909,4.7
23506,C Nd O,4.527973359357233,3.8
8670,Mg O Pb W,4.537413771313109,4.8
16831,Na O S Yb,4.537413771313109,3.6
29167,Ni Tb Zn,4.058988365115656,2.8
36674,Er Ga O Sr,4.527973359357233,4.7
16812,Fe Hf O P Pb,4.527973359357233,4.8
36935,Ba Gd Ir O,4.074150197977342,4.8
31403,Ge Hg Na S,4.070648512325796,4.1
6716,Cu Nd Se,4.527973359357233,4.0
2083,C Hf Ta,4.058988365115656,2.5
37431,Cd F Gd Nb O Ti,4.8943497041805735,3.8
29792,Ag Ge H O U,4.534461084299648,5.1
28425,Ba Ca Dy F,4.07768135949637,5.6
7001,Ge Si Ti V,4.062215674286633,3.8
31472,Ga Nb O Ta,4.527973359357233,4.1
5826,Cu Na Se Zr,4.527973359357233,4.7
24716,Bi O Pt,4.5120876897646145,5.4
21995,Ba Co Gd O Pr,4.074150197977342,4.0
28231,Cd Mn O Ta,4.527973359357233,4.2
39978,Ce Ni O P,4.527973359357233,3.8
8208,Np O W,4.505358694942094,4.2
28713,Cr Ni Se Zn,4.527973359357233,3.9
1135,Ce Ga Ru,4.065717359938177,4.6
18850,B C Fe Gd,4.058988365115656,3.8
23025,La Mo O Ta,4.527973359357233,5.0
32050,B Rh Sr,4.058988365115656,3.1
27543,As Ca Fe Rb,4.065746835805662,4.3
34618,B Ba K O Y,4.0831358795283625,4.4
28920,As F N,5.65171648832138,5.7
24590,Ga Mn O Yb,4.527973359357233,4.3
2205,Ba Ce O,4.527973359357233,4.8
12402,C Co Eu H N O,4.06742120315482,4.6
5533,Al Hg Te,4.793725469866164,5.7
5890,As Ni U,4.062215674286633,4.1
658,Al Cu Li,4.058988365115656,4.2
13013,Br La O Rb Ta,4.915278626684744,5.5
11155,Cd Ge Mn O,4.070648512325796,4.5
6669,F Ga Mg Na,5.599647687545673,6.0
18675,Mo Rb S Sc,4.527973359357233,4.6
16735,K Mo O V,4.527973359357233,4.5
26491,C F N O Os,5.141094664429525,5.2
10063,In Np,4.062215674286633,3.6
36664,Ca Ga Gd O,4.074150197977342,4.4
34777,Ag Ge In Sb Te,4.058988365115656,5.3
51,Mo Nd O Zn,4.527973359357233,4.1
22820,Dy Er S Sr,4.527973359357233,4.0
17377,Co Sb U,4.058988365115656,3.5
309,C W,4.058988365115656,3.3
39334,Eu Mg Pb,4.522350470486193,3.9
18760,Al B Eu Gd O Tb,4.058988365115656,4.6
10804,K Mo O S,4.527973359357233,5.2
24924,Fe H K Na O S,4.534229944411796,4.6
31165,Bi F O S Sm,5.106722274211433,5.2
20123,Cs H Mo Np O,4.526731400687629,4.6
9227,Ge Sb,4.062215674286633,4.9
12842,Fe Lu N Nb,4.522350470486193,2.9
464,Si W,4.058988365115656,3.7
10706,Li Lu Sn,4.062215674286633,4.3
32198,Ag As Pb S,4.533481826245438,5.2
21749,Ge P Te,4.800213194808578,4.6
29982,As Cd La,4.062215674286633,3.1
10268,P Pb Zn,4.062215674286633,4.5
13108,Be C N,4.528838195428608,4.9
18589,Ca Gd O Ta Zr,4.527973359357233,3.3
33328,As Ba Rb,4.077930350660176,4.0
14083,Li Mn Ni O,4.070648512325796,4.4
3061,Al Gd Tm,4.058988365115656,3.6
18384,B Cl Cs O S,5.0247672509825705,4.5
13096,Bi Cu Fe Pb S,4.065717359938177,4.5
22,Cu Te,4.595639133984711,5.3
7498,Pd Sn Tm,4.058988365115656,3.4
4812,Ca Mg O Si,4.527973359357233,4.7
40296,Cr Fe Gd Mn O,4.058988365115656,3.1
32369,Al Mo Yb,4.058988365115656,3.3
22338,Ag In Tm,4.058988365115656,3.7
28444,F H K Ni O V,5.156123311552728,4.5
7142,La Nb O Sr Ti,4.527973359357233,4.0
23451,Ba Ge O S Zn,4.534461084299648,4.6
9636,Ba Cr Nb S,4.074150197977342,4.9
5849,B Ir Zn,4.058988365115656,2.9
9662,Se Tb Zr,4.062215674286633,4.1
29337,C Cu Mo O Sr Tl,4.06742120315482,3.7
20218,As Cl I Pb S,5.069155007281467,5.2
18215,Cl H Mo N O P,5.083248165136132,3.5
14167,Co H N Na O S,4.553996274543067,5.3
21689,Ho Pd Sb,4.522350470486193,3.9
20613,Cu Er Fe H,4.06742120315482,3.6
16958,Al B O Sr Tm,4.527973359357233,4.7
35334,As Cu S Sb Zn,4.527973359357233,3.3
10869,Ag O,4.505358694942094,4.4
16483,Li Mo O V Zn,4.527973359357233,4.0
32419,Cs I In,5.68640729719964,6.2
32917,Eu I U,5.65880394227193,6.1
4194,Ga Nd Se,4.527973359357233,4.4
1280,F Hf Tm,5.830311205175849,5.3
30032,C Eu F N,5.126823544396498,5.2
30222,Cl Cs Dy Se,5.676213918297592,4.5
10646,B C Lu,4.058988365115656,3.6
31978,Cu I Mo O,5.282379287812984,4.6
7044,Ba K Nb O Ti,4.089864874350884,4.5
21798,Cr H Mo Ti,4.526731400687629,4.0
21302,Ba Mn O S,4.527973359357233,4.5
13133,Ga Mn O Sr,4.527973359357233,3.6
17841,Ca Na Nb O Si Ti,4.07768135949637,4.5
5925,Co Ge O Yb,4.534461084299648,4.3
25969,B Ir Ni Sc,4.058988365115656,3.8
19532,Ca Dy Fe La Mn O,4.065717359938177,4.7
40411,Os P Zr,4.058988365115656,3.4
7734,Co Mo O Sr,4.527973359357233,4.3
14129,Ge H Na O Sc,4.536834847924909,4.7
22993,F Mn Na U,5.361376540002908,6.1
5472,As Mn Na,4.062215674286633,3.5
31133,Cs O Se Ta,4.537413771313109,5.0
33652,Cu Li O Rh Ru,4.527973359357233,4.2
34982,H Mo Na O Th,4.074150197977342,4.1
37176,Al Ga O,4.527973359357233,4.6
30963,Ba Ge Rh Se,4.074150197977342,4.3
7607,Ca Ho Te,4.793725469866164,2.2
20166,Ge H O,4.552208182408266,5.4
20806,Cl Cu H N O S,4.9073749517058225,4.3
12341,Ga O Yb,4.505358694942094,4.8
2872,Ba La O,4.527973359357233,4.9
37120,Ba O Ta Zr,4.5120876897646145,3.6
31705,O P Sr Y,4.065717359938177,4.5
1873,Br Hg S,5.427122723264747,4.5
19148,H Na O Rh W,4.527973359357233,4.3
11000,Hf Li O P,4.527973359357233,4.3
23096,Br C H O Th,4.961471423477888,5.5
23586,F In,5.797231090362687,6.0
24592,Ga Lu Mn O,4.06742120315482,4.1
25631,B Ba Cl H O,5.126823544396498,5.0
18743,Ge La Li Si,4.065746835805662,3.3
8813,Ba O Re Zn,4.5120876897646145,4.2
7189,Ho Li O Ti,4.527973359357233,3.4
18702,Ni O Ru Sr,4.505358694942094,4.9
25510,Nd Rh Sb,4.522350470486193,3.8
1631,Cl K La,5.995646453133852,5.2
1868,Cl Ta,5.869457993868984,6.5
39806,Ce Co Si Y,4.065717359938177,3.0
11939,Ga Nd O Sr,4.527973359357233,4.4
3169,Cu Pb Se,4.534461084299648,5.0
5874,Er Mo O Ti,4.527973359357233,3.9
22260,Eu H O S Tl,4.562311629645546,5.3
29506,Ag H Mo O,4.536834847924909,4.6
25015,La Nb O Pb Ti,4.527973359357233,4.8
27985,Nb O Pb Sc Ti,4.537413771313109,5.1
31882,Br H O Rb Re S,5.147804674007484,5.0
5705,Bi P S,4.534461084299648,5.3
13805,As Cs H O P,4.527973359357233,4.3
17017,B La O Sr Tb Zn,4.527973359357233,4.5
16395,Er F Na O P Sr,4.902287042068769,4.6
26259,Ge Rb S,4.527973359357233,5.3
36853,Ag Pb S,4.534461084299648,4.6
22445,C F H N Zn,5.179167172879762,4.8
38429,C N Ni Tl,4.0747030414892,3.9
32973,Na Ni O Sr,4.527973359357233,3.2
15343,H K N O Re Se,4.526994101303023,4.0
22862,Cu Li Nd P,4.058988365115656,4.4
23190,H Mg Mn O,4.074150197977342,4.5
10713,Li Sm Sn,4.062215674286633,4.5
35590,C Eu N,4.522350470486193,4.2
1307,Gd Mg Y,4.062215674286633,4.5
35905,Ba Bi Nb O Pb,4.498760430791357,4.6
25571,As Cl H O,5.282379287812984,5.2
8177,Al Cs O Si,4.527973359357233,5.1
22952,Ce Fe Sn Zn,4.065717359938177,2.9
9054,Np O Sm,4.505358694942094,3.8
20753,Li Mo O Rb Zn,4.527973359357233,3.5
17270,B Ga O Pb,4.527973359357233,5.5
15372,Ce O Os P,4.5120876897646145,3.8
24429,N S Th,4.496373013391072,4.9
11734,Al Ce S Zn,4.527973359357233,4.6
32495,Cs F Mn Na,5.602198165048485,5.7
1500,Al Mg V,4.058988365115656,3.2
31703,Nd O P Sr,4.537413771313109,4.4
15037,C Cl Er H N O,4.905269334319863,4.6
19765,Ba N Nb,4.081432036311719,4.4
3590,Co Sb Te,4.800213194808578,4.8
33918,F Hg Rb,5.763543447853379,5.7
27624,B Cu Li O,4.06742120315482,4.6
2538,Ge Nb Si,4.062215674286633,3.2
26920,Ir O Sm,4.505358694942094,4.2
17324,Ag Ge Tb,4.058988365115656,3.5
27733,Ba Ce O Zr,4.527973359357233,5.0
29679,H N Rb Si,4.081432036311719,4.8
14462,Ba Cu F Fe,5.126823544396498,6.3
13458,Cl Fe P,5.478670822465639,6.1
13154,Ba O S Sm,4.537413771313109,4.7
37886,C H K N O S Tc,4.536834847924909,4.1
4554,K O W Zn,4.5120876897646145,3.8
13789,Fe H O V,4.552208182408266,5.1
9842,Rb Se W,4.496373013391072,4.5
14260,P Rh S,4.527973359357233,4.1
27703,Bi Ca Fe O Pb,4.07768135949637,4.1
37625,C Cl Ge O Ru,4.982053861897558,5.4
10206,Ag Cr In Se,4.06742120315482,4.3
14148,Ba Mg Sb,4.522350470486193,4.8
20371,Au F O S,5.282379287812984,5.4
20403,As Br F Se,5.282379287812984,5.6
10138,Au In Sc,4.058988365115656,3.8
11016,K Mn Mo O Sc,4.074150197977342,4.4
25154,Fe La P,4.522350470486193,3.2
28388,Ru Sb Ta,4.058988365115656,3.4
16353,H Na O Te W,4.527973359357233,4.8
29827,Ce Cs Ge H K Mn O W,4.089864874350884,5.0
29691,As Cl H K O W Zn,5.018707840619558,4.1
25333,Ge H K O Ti,4.536834847924909,4.8
5670,Eu In S Tl,4.527973359357233,4.7
31308,B Cs H Li Y,4.527973359357233,4.1
20191,Al Cl K Na O Si,4.898727854954423,5.5
2853,Ag Na S,4.527973359357233,4.2
8648,Ag Ga Se Zn,4.527973359357233,4.3
21610,Al F Fe Mg Mn O Ti,4.839272077179819,3.9
9563,Ge Rh Y,4.062215674286633,4.6
22773,Cu Ga Pr Se,4.06742120315482,4.0
15727,Al Ca O Si Ta,4.527973359357233,4.4
1533,Au Se Te,4.803165881822041,6.2
100,Al Er,4.058988365115656,3.4
25253,F H La O,5.627811267943844,6.9
30076,B Fe Rh Ru Ti,4.058988365115656,3.2
16790,Er Ir O Sr,4.527973359357233,3.6
19232,B H Li Mg Rb,4.534229944411796,4.6
20705,K Na O Si Y,4.527973359357233,4.7
11353,Br H N Tc,5.652561521219083,6.1
12790,Mn Ni Se,4.527973359357233,4.1
6094,Ba Cu Lu O,4.074150197977342,4.0
38262,Fe H Sb Zr,4.54872575950894,4.5
24340,Al Au Ca,4.058988365115656,3.8
7322,K Li Nb O,4.074150197977342,4.8
32262,F Gd O Se,5.210465679282026,5.5
6133,Er O Sb,4.537413771313109,5.0
121,Au Zr,4.058988365115656,3.3
20628,Al Cl Ga Na O Si,4.8943497041805735,4.2
17919,B C F N Xe,5.133311269338913,5.0
10175,Gd Ni Tb,4.062215674286633,3.7
21212,C H N O Re Te Yb,4.55660117805618,4.6
27362,C Mg Pr,4.058988365115656,4.7
35923,Er Mg Tl,4.062215674286633,3.4
12945,Er H K O Se,4.536834847924909,4.4
36862,Ba H O Sm Zr,4.559706726132433,4.5
9773,B Ho W,4.058988365115656,3.1
16075,In Na P Sr,4.522350470486193,4.7
9090,Ba O Pb Pu,4.537413771313109,4.5
32017,O Sn Ti,4.065717359938177,3.9
29968,Cu Pr Rb Te,4.06742120315482,3.9
18309,C Cd H K N O Se,4.527973359357233,4.3
28060,Cs Eu I,5.126823544396498,5.7
13708,Cs O Se V,4.537413771313109,4.8
23843,Cl Cu K O V,4.887194967299843,4.0
4961,I Na O,5.56963069150241,5.7
9514,Mn Sc Sn,4.058988365115656,4.1
11351,Cl Rb Tc,5.9705699793479265,6.0
7791,Br Er H O,5.192624737026635,5.7
12487,Cr Dy O Sb,4.527973359357233,3.0
23775,Br C Cu H N S,4.805544093659875,4.7
7527,Ce Pr S,4.527973359357233,4.8
14115,Ba Ge H O,4.534461084299648,5.0
29238,As Cs F,5.126823544396498,5.6
21383,Nb O Sr Y,4.505358694942094,4.2
12448,C F H Na O U,5.039760911006283,4.9
25041,Cl O S,5.527279522381705,5.5
12879,B C Co Gd Ni,4.058988365115656,3.6
22284,O P Ta Tl,4.065717359938177,4.7
14305,Ni Si Th,4.058988365115656,4.3
23674,C F H O S Si,5.039760911006283,5.8
28825,Er H N O P,4.55660117805618,4.8
31667,Bi La Ti,4.069248521457205,4.9
35318,C Ca Ni,4.062519526634685,3.9
8039,Ho O Tl W,4.5114881327380765,4.9
38202,C F H O Re,5.125240816368541,5.0
28960,Dy In Mn Zn,4.062215674286633,2.9
19469,Cl Cr La Nb O,4.816816748769118,3.9
20977,Ce In S,4.527973359357233,4.8
22499,Cl Fe H K N Na O S,4.899324011768702,4.3
17885,Al B H Mg O,4.527973359357233,4.7
33381,K Na P Sn,4.522350470486193,4.1
11259,Ba Ga O Tm,4.527973359357233,4.6
